Nomes	CBRO	Referência (handbook of the bird of the world and BirdLife)		Arrumar
Sclerurus caudacutus	Sclerurus caudacutus	Sclerurus caudacutus		
Sclerurus caudacutus caligineus	Sclerurus caudacutus caligineus	Sclerurus caudacutus caligineus		
Sclerurus caudacutus umbretta	Sclerurus caudacutus umbretta	Sclerurus caudacutus umbretta		
Sclerurus cearensis	Sclerurus cearensis	Sclerurus cearensis		
Sclerurus macconnelli	Sclerurus macconnelli			
Sclerurus macconnelli bahiae	Sclerurus macconnelli bahiae			
Sclerurus mexicanus	Sclerurus macconnelli	Sclerurus mexicanus		
Sclerurus caudacutus caligineus	Sclerurus caudacutus caligineus			
Sclerurus caudacutus umbretta	Sclerurus caudacutus umbretta			
Sclerurus cearensis	Sclerurus cearensis			
Sclerurus macconnelli bahiae	Sclerurus macconnelli bahiae			
Scytalopus diamantinensis	Scytalopus diamantinensis	Scytalopus diamantinensis		
Scytalopus gonzagai	Scytalopus gonzagai	Scytalopus gonzagai		
Scytalopus iraiensis	Scytalopus iraiensis	Scytalopus iraiensis		
Scytalopus novacapitalis	Scytalopus novacapitalis	Scytalopus novacapitalis		
Scytalopus pachecoi	Scytalopus pachecoi	Scytalopus pachecoi		
Scytalopus speluncae	Scytalopus speluncae	Scytalopus speluncae		
Scytalopus diamantinensis	Scytalopus diamantinensis			
Scytalopus gonzagai	Scytalopus gonzagai			
Scytalopus indigoticus	Eleoscytalopus indigoticus			
Scytalopus iraiensis	Scytalopus iraiensis			
Scytalopus novacapitalis	Scytalopus novacapitalis			
Scytalopusdiamantinensis	Scytalopus diamantinensis	Scytalopus diamantinensis		
Scytalopusnovacapitalis	Scytalopus novacapitalis	Scytalopus novacapitalis		
Selenidera maculirostris	Selenidera maculirostris	Selenidera maculirostris		
Selenidera gouldii baturitensis	Selenidera gouldii			
Selenidera maculitostris	Selenidera maculirostris			
Selenideragouldii baturitensis	Selenidera gouldii		Subspecie consideradas inválidas	
Serpophaga hypoleuca pallida	Serpophaga hypoleuca pallida	Serpophaga hypoleuca pallida		
Serpophaga hypoleuca pallida	Serpophaga hypoleuca pallida			
Spartonoica maluroides	Spartonoica maluroides			
Spheniscus magellanicus	Spheniscus magellanicus	Spheniscus magellanicus		
Spinus yarrellii	Spinus yarrellii	Spinus yarrellii		
Spizaetus melanoleucus	Spizaetus melanoleucus	Spizaetus melanoleucus		
Spizaetus ornatus	Spizaetus ornatus	Spizaetus ornatus		
Spizaetus ornatus ornatus	Spizaetus ornatus ornatus	Spizaetus ornatus ornatus		
Spizaetus tyrannus	Spizaetus tyrannus	Spizaetus tyrannus		
Spizastur melanoleucus	Spizaetus melanoleucus	Spizaetus melanoleucus		
Sporagra yarrellii	Spinus yarrellii	Spinus yarrellii		
Sporagra yarrellii	Spinus yarrellii			
Sporophila angolensis	Sporophila angolensis	Sporophila angolensis		
Sporophila beltoni	Sporophila beltoni	Sporophila beltoni		
Sporophila bouvreuil	Sporophila bouvreuil	Sporophila bouvreuil		
Sporophila cinnamomea	Sporophila cinnamomea	Sporophila cinnamomea		
Sporophila collaris	Sporophila collaris	Sporophila collaris		
Sporophila falcirostris	Sporophila falcirostris	Sporophila falcirostris		
Sporophila frontalis	Sporophila frontalis	Sporophila frontalis		
Sporophila hypoxantha	Sporophila hypoxantha	Sporophila hypoxantha		
Sporophila leucoptera	Sporophila leucoptera	Sporophila leucoptera		
Sporophila maximiliani	Sporophila maximiliani	Sporophila maximiliani		
Sporophila melanogaster	Sporophila melanogaster	Sporophila melanogaster		
Sporophila nigricollis	Sporophila nigricollis	Sporophila nigricollis		
Sporophila palustris	Sporophila palustris	Sporophila palustris		
Sporophila pileata	Sporophila pileata	Sporophila pileata		
Sporophila plumbea	Sporophila plumbea	Sporophila plumbea		
Sporophila ruficollis	Sporophila ruficollis	Sporophila ruficollis		
Sporophila beltoni	Sporophila beltoni			
Sporophila falcirostris	Sporophila falcirostris			
Sporophila frontalis	Sporophila frontalis			
Sporophila hypoxantha	Sporophila hypoxantha			
Sporophila maximiliani	Sporophila maximiliani			
Sporophila melanogaster	Sporophila melanogaster			
Sporophila nigrorufa	Sporophila nigrorufa			
Sporophila palustris	Sporophila palustris			
Sporophila ruficollis	Sporophila falcirostris			
Sporophilafalcirostris	Sporophila falcirostris	Sporophila falcirostris		
Sporophilahypoxantha	Sporophila hypoxantha	Sporophila hypoxantha		
Sporophilanigrorufa	Sporophila nigrorufa	Sporophila nigrorufa		
Sporophyla collaris	Sporophila collaris	Sporophila collaris		
Sporophyla falcirostris	Sporophila falcirostris	Sporophila falcirostris		
Sporophyla frontalis	Sporophila frontalis	Sporophila frontalis	Provável erro de digitação	
Stephanophorus diadematus	Stephanophorus diadematus	Stephanophorus diadematus		
Stephanoxis lalandi	Stephanoxis lalandi	Stephanoxis lalandi		
Stercorarius antarcticus	Stercorarius antarcticus	Catharacta lonnbergi		
Stercorarius chilensis	Stercorarius chilensis	Catharacta chilensis		
Stercorarius longicaudus	Stercorarius longicaudus	Stercorarius longicaudus		
Stercorarius maccormicki	Stercorarius maccormicki	Catharacta maccormicki		
Stercorarius parasiticus	Stercorarius parasiticus	Stercorarius parasiticus		
Stercorarius pomarinus	Stercorarius pomarinus	Stercorarius pomarinus		
Sterna dougallii	Sterna dougallii	Sterna dougallii		
Sterna hirundinacea	Sterna hirundinacea	Sterna hirundinacea		
Sterna dougallii	Sterna dougallii			
Sterna hirundinacea	Sterna hirundinacea			
Sternula superciliaris	Sternula superciliaris	Sternula superciliaris		
Stigmatura napensis napensis	Stigmatura napensis napensis	Stigmatura napensis		
Stigmatura napensis napensis	Stigmatura napensis napensis			
Strix huhula	Strix huhula	Ciccaba huhula		
Strix huhula albomarginata	Strix huhula albomarginata	Ciccaba huhula albomarginata		
Strix virgata	Strix virgata			
Strix huhula albomarginata	Strix huhula albomarginata			
Sturnella defilippii	Leistes defilippii	Leistes defilippii		
Stymphalornis acutirostris	Formicivora acutirostris	Formicivora acutirostris	Antes tratado com genêro próprio	
Stymphalornis acutirostris	Formicivora acutirostris			
Suiriri affinis	Guyramemua affine	Suiriri affinis		
Suiriri islerorum	Guyramemua affine	Guyramemua affinis		
Suiriri suiriri	Suiriri suiriri	Suiriri suiriri		
Sula dactylatra	Sula dactylatra	Sula dactylatra		
Sula sula	Sula sula	Sula sula		
Sula sula	Sula sula			
Synallaxis albilora	Synallaxis albilora	Synallaxis albilora		
Synallaxis cinerea	Synallaxis cinerea	Synallaxis cinerea		
Synallaxis hypospodia	Synallaxis hypospodia	Synallaxis hypospodia		
Synallaxis infuscata	Synallaxis infuscata	Synallaxis infuscata		
Synallaxis kollari	Synallaxis kollari	Synallaxis kollari		
Synallaxis rutilans omissa	Synallaxis rutilans omissa	Synallaxis rutilans omissa		
Synallaxis infuscata	Synallaxis infuscata			
Synallaxis kollari	Synallaxis kollari			
Syndactyla dimidiata	Syndactyla dimidiata	Syndactyla dimidiata		
Syndactyla ucayalae	Syndactyla ucayalae	Syndactyla ucayalae		
Synollaxis albescens	Synallaxis albescens			
Tachornis squamata	Tachornis squamata	Tachornis squamata		
Tachuris rubrigastra	Tachuris rubrigastra	Tachuris rubrigastra		
Tachyphonus cristatus	Loriotus cristatus	Islerothraupis cristata		
Tangara cayana	Stilpnia cayana	Tangara cayana		
Tangara cyanocephala	Tangara cyanocephala	Tangara cyanocephala		
Tangara cyanocephala cearensis	Tangara cyanocephala cearensis	Tangara cyanocephala cearensis		
Tangara cyanomelas	Tangara cyanomelas	Tangara cyanomelas		
Tangara fastuosa	Tangara fastuosa	Tangara fastuosa		
Tangara mexicana	Tangara mexicana	Tangara mexicana		
Tangara peruviana	Stilpnia peruviana	Tangara peruviana		
Tangara seledon	Tangara seledon	Tangara seledon		
Tangara velia	Tangara velia	Tangara velia		
Tangara velia signata	Tangara velia signata	Tangara velia signata		
Tangara cyanocephala cearensis	Tangara cyanocephala cearensis			
Tangara fastuosa	Tangara fastuosa			
Tangara peruviana	Stilpnia peruviana			
Tangara Seledon	Tangara seledon			
Tangara velia signata	Tangara velia signata			
Taoniscus nanus	Taoniscus nanus	Taoniscus nanus		
Taoniscus nanus	Taoniscus nanus			
Terenura sicki	Terenura sicki	Terenura sicki		
Terenura sicki	Terenura sicki			
Thalassarche cauta	Thalassarche cauta			
Thalassarche chlororhynchos	Thalassarche chlororhynchos	Thalassarche chlororhynchos		
Thalassarche chrysostoma	Thalassarche chrysostoma	Thalassarche chrysostoma		
Thalassarche melanophris	Thalassarche melanophris	Thalassarche melanophris		
Thalassarche chlororhynchos	Thalassarche chlororhynchos			
Thalasseus acuflavidus	Thalasseus acuflavidus	Thalasseus sandvicensis acuflavidus		
Thalasseus acuflavidus eurygnathus	Thalasseus acuflavidus eurygnathus			
Thalasseus maximus	Thalasseus maximus	Thalasseus maximus		
Thalasseus maximus maximus	Thalasseus maximus	Thalasseus maximus maximus	Monotípico	
Thalasseus maximus	Thalasseus maximus			
Thalasseusacuflavidus	Thalasseus acuflavidus	Thalasseus sandvicensis acuflavidus		
Thalurania furcata	Thalurania furcata	Thalurania furcata		
Thalurania furcata eriphile	Thalurania furcata eriphile	Thalurania furcata eriphile		
Thalurania watertonii	Thalurania watertonii	Thalurania watertonii		
Thalurania watertonii	Thalurania watertonii			
Thamnomanes caesius	Thamnomanes caesius	Thamnomanes caesius		
Thamnomanes caesius caesius	Thamnomanes caesius caesius	Thamnomanes caesius caesius		
Thamnomanes caesius caesius	Thamnomanes caesius caesius			
Thamnophilus aethiops incertus	Thamnophilus aethiops incertus	Thamnophilus aethiops incertus		
Thamnophilus caerulescens cearensis	Thamnophilus caerulescens cearensis	Thamnophilus caerulescens cearensis		
Thamnophilus pelzelni	Thamnophilus pelzelni	Thamnophilus pelzelni		
Thamnophilus aethiops distans	Thamnophilus aethiops distans			
Thamnophilus caerulescens cearensis	Thamnophilus caerulescens cearensis			
Thamnophilus caerulescens pernambucensis	Thamnophilus caerulescens pernambucensis			
Thamnophilus nigrocinereus tschudii	Thamnophilus nigrocinereus tschudii			
Thamnophilusaethiops distans	Thamnophilus aethiops distans	Thamnophilus aethiops distans		
Thamnophiluscaerulescens pernambucensis	Thamnophilus caerulescens pernambucensis	Thamnophilus pernambucensis		
Thamnophilusnigrocinereus huberi	Thamnophilus nigrocinereus huberi	Thamnophilus nigrocinereus huberi		
Thamnophilusnigrocinereus tschudii	Thamnophilus nigrocinereus tschudii	Thamnophilus nigrocinereus tschudii		
Thannophilidae nigropectus	Biatas nigropectus		Parece ser o mesmo	
Threnetes leucurus medianus	Threnetes leucurus medianus	Threnetes leucurus medianus		
Thripophaga macroura	Thripophaga macroura	Thripophaga macroura		
Thripophaga macroura	Thripophaga macroura			
Tigrisoma fasciatum	Tigrisoma fasciatum	Tigrisoma fasciatum		
Tigrisoma fasciatum fasciatum	Tigrisoma fasciatum fasciatum	Tigrisoma fasciatum fasciatum		
Tigrisoma fasciatum	Tigrisoma fasciatum			
Tijuca condita	Lipaugus conditus			
Tinamus solitarius	Tinamus solitarius	Tinamus solitarius		
Tinamus tao	Tinamus tao	Tinamus tao		
Tinamus tao	Tinamus tao			
Tityra semifasciata	Tityra semifasciata	Tityra semifasciata		
Tolmomyias assimilis paraensis	Tolmomyias assimilis paraensis	Tolmomyias assimilis paraensis		
Touit melanonota	Touit melanonotus	Touit melanonotus		
Touit melanonotus	Touit melanonotus	Touit melanonotus		
Touit surda	Touit surdus	Touit surdus		
Touit surdus	Touit surdus	Touit surdus		
Touit melanonotus	Touit melanonotus			
Touit surdus	Touit surdus			
Triclaria malachitacea	Triclaria malachitacea	Triclaria malachitacea		
Tringa semipalmata	Tringa semipalmata	Tringa semipalmata		
Trogon collaris	Trogon collaris	Trogon collaris		
Trogon collaris eytoni	Trogon collaris eytoni			
Trogon viridis	Trogon viridis	Trogon viridis		
Trogon collaris eytoni	Trogon collaris eytoni			
Tryngites subruficollis	Calidris subruficollis	Calidris subruficollis		
Turdus fumigatus	Turdus fumigatus	Turdus fumigatus		
Turdus fumigatus fumigatus	Turdus fumigatus fumigatus	Turdus fumigatus fumigatus		
Tyranniscus burmeisteri	Tyranniscus burmeisteri	Phyllomyias burmeister		
Tyrannus albogularis	Tyrannus albogularis	Tyrannus albogularis		
Urubitinga coronata	Urubitinga coronata	Buteogallus coronatus		
Urubitinga urubitinga	Urubitinga urubitinga	Buteogallus urubitinga		
Urubitinga coronata	Urubitinga coronata			
Vanellus cayanus	Vanellus cayanus	Hoploxypterus cayanus		
Veniliornis affinis	Veniliornis affinis	Veniliornis affinis		
Veniliornis affinis affinis	Veniliornis affinis affinis	Veniliornis affinis affinis		
Veniliornis mixtus	Veniliornis mixtus	Veniliornis mixtus		
Veniliornis mixtus cancellatus	Veniliornis mixtus cancellatus	Veniliornis mixtus cancellatus		
Vireo gracilirostris	Vireo gracilirostris	Vireo gracilirostris		
Vireo gracilirostris	Vireo gracilirostris			
Xanthopsar flavus	Xanthopsar flavus	Xanthopsar flavus		
Xanthopsar flavus	Xanthopsar flavus			
Xenops minutus alagoanus	Xenops minutus alagoanus	Xenops genibarbis alagoanus		
Xenops minutus alagoanus	Xenops minutus alagoanus			
Xenopsaris albinucha	Xenopsaris albinucha	Xenopsaris albinucha		
Xiphocolaptes carajaensis	Xiphocolaptes carajaensis	Xiphocolaptes promeropirhynchus carajaensis		
Xiphocolaptes falcirostris	Xiphocolaptes falcirostris	Xiphocolaptes falcirostris		
Xiphocolaptes carajaensis	Xiphocolaptes carajaensis			
Xiphocolaptes falcirostris	Xiphocolaptes falcirostris			
Xiphocolaptesfalcirostris	Xiphocolaptes falcirostris	Xiphocolaptes falcirostris		
Xipholena atropurpurea	Xipholena atropurpurea	Xipholena atropurpurea		
Xipholena atropurpurea	Xipholena atropurpurea			
Xipholenaatropurpurea	Xipholena atropurpurea	Xipholena atropurpurea		
Xipholenalamellipennis	Xipholena lamellipennis	Xipholena lamellipennis		
Xiphorhynchus guttatus	Xiphorhynchus guttatus	Xiphorhynchus guttatus		
Xiphorhynchus guttatus guttatus	Xiphorhynchus guttatus guttatus	Xiphorhynchus guttatus guttatus		
Xiphorhynchus picus	Dendroplex picus	Dendroplex picus		
Xiphorhynchus atlanticus	Xiphorhynchus atlanticus			
Xiphorhynchus guttatus gracilirostris	Xiphorhynchus guttatoides gracilirostris			
Xiphorhynchusatlanticus	Xiphorhynchus atlanticus	Xiphorhynchus atlanticus		
Xiphorhynchusguttatoidesgracilirostris	Xiphorhynchus guttatoides gracilirostris			
Xolmis dominicanus	Heteroxolmis dominicanus	Heteroxolmis dominicanus		
Xolmis irupero	Xolmis irupero	Xolmis irupero		
Xolmis dominicanus	Heteroxolmis dominicanus			
